job_title,company_name,location,ctc,experience,posted
Jr Video Editing And Production Specialist,Peppermint Communications Private Limited,"Bhiwandi, Thane, Ambernath, Ulhasnagar, Dombivli, Kalyan, Karjat","₹ 2,40,000 - 3,00,000",0-2 years,"1 day ago


Be an early applicant"
Executive Assistant,Peppermint Communications Private Limited,"Ulhasnagar, Thane, Dombivli, Kalyan, Ambernath, Bhiwandi","₹ 2,00,000 - 3,00,000",0-3 years,"2 days ago


Be an early applicant"
Manual Jewelry Designer,Axe Consultancy And Security Services LLC,Surat,"₹ 2,00,000",0-2 years,"2 days ago


Be an early applicant"
Associate Video Editor,K4 Media & Technologies,Jaipur,"₹ 2,00,000 - 3,00,000",0-5 years,"2 days ago


Be an early applicant"
Field Sales Executive,PatilKaki,Navi Mumbai,"₹ 2,00,000 - 2,50,000",1-2 years,"3 days ago


Be an early applicant"
Junior Sales Executive,Tring,"Thane, Navi Mumbai, Mumbai, Panvel","₹ 2,00,000 - 3,00,000",0-2 years,"1 day ago


Be an early applicant"
Digital Marketing Executive,Akrati Jewels Incorporation,Jaipur,"₹ 2,00,000 - 2,40,000",0-2 years,"2 days ago


Be an early applicant"
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Guwahati,"₹ 2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Marketing Executive,MAG Finserv,Pune,"₹ 2,40,000 - 3,00,000",1-3 years,"2 days ago


Be an early applicant"
Front Desk And Admin Executive,Shemrock & Shemford Group Of Schools,Gurgaon,"₹ 2,40,000 - 4,20,000",1-4 years,3 days ago
Graphic Designer & Video Editor,The BrowMasters,Mumbai,"₹ 4,00,000 - 6,00,000",1-5 years,4 days ago
Business Development Associate,VerveSchool,Bhopal,"₹ 6,00,000 - 8,00,000",0-1 years,4 days ago
Corporate Sales Executive,Red Cube Digital Media Private Limited,Delhi,"₹ 5,00,000",2 years,"5 days ago


Be an early applicant"
Business Development Executive,Fusion Beauty,Delhi,"₹ 2,40,000 - 5,00,000",1-5 years,"2 days ago


Be an early applicant"
Business Development Associate (Mumbai),IB Cricket,"Thane, Navi Mumbai, Mumbai","₹ 3,00,000 - 5,00,000",0-2 years,"2 days ago


Be an early applicant"
Business Development Associate,Careers360,Gurgaon,"₹ 2,50,000 - 4,50,000",0-1 years,3 days ago
Field Fundraiser - Greenpeace NGO,Direct Dialogue Initiatives India Private Limited,Bangalore,"₹ 3,00,000 - 3,50,000",0-3 years,"3 days ago


Be an early applicant"
Field Sales Executive,Vritti Solution Limited,Kota,"₹ 2,00,000 - 2,40,000",0-1 years,"3 days ago


Be an early applicant"
Back Office Executive,Axe Consultancy And Security Services LLC,Surat,"₹ 2,00,000 - 2,00,001",0-2 years,"2 days ago


Be an early applicant"
Customer Service Executive,GetWork,Delhi,"₹ 2,00,000 - 2,40,000",0-2 years,2 days ago
Audit And Accounts Executive,MAG Finserv,Pune,"₹ 2,40,000 - 3,00,000",1-3 years,"2 days ago


Be an early applicant"
Associate Content Writer,K4 Media & Technologies,Jaipur,"₹ 2,00,000",0-5 years,"2 days ago


Be an early applicant"
Bolt Operator And Assitant,Bonanza Portfolio Limited,Kalyan,"₹ 2,00,000 - 2,50,000",1-5 years,"3 days ago


Be an early applicant"
Business Development Executive,Able Jobs,Bangalore,"₹ 3,00,000 - 4,00,000",0-4 years,"4 days ago


Be an early applicant"
Senior Associate - Trainings Content Development,Internshala Trainings,Gurgaon,"₹ 5,00,000 - 6,00,000",1-2 years,"1 day ago


Be an early applicant"
Business Development Executive,Xboom Utilities Private Limited,Delhi,"₹ 3,60,000 - 5,00,000",0-5 years,1 day ago
Business Development Manager,Fusion Beauty,Delhi,"₹ 3,00,000 - 6,00,000",1-5 years,"2 days ago


Be an early applicant"
Client Relationship Manager,Fusion Beauty,Delhi,"₹ 3,00,000 - 6,00,000",1-5 years,"2 days ago


Be an early applicant"
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Kolkata,"₹ 2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Field Fundraiser,Direct Dialogue Initiatives India Private Limited,Hyderabad,"₹ 3,00,000 - 3,50,000",0-3 years,2 days ago
Advocate,IRA Consulting,"Thane, Navi Mumbai, Dombivli, Kalyan, Mumbai, Virar, Vashi, Vasai, Bhiwandi, Bandra","₹ 3,00,000 - 4,00,000",1-2 years,"3 days ago


Be an early applicant"
Customer Service Associate,The Banyan Tee,Bhopal,"₹ 2,00,000",0-2 years,1 week ago
ERP Implementation Executive ( Location Mumbai Malad),Vritti Solution Limited,Mumbai,"₹ 2,00,000 - 2,10,000",0-1 years,"3 days ago


Be an early applicant"
Graphic Designer,Blue Rose Publishers,"Delhi, Noida","₹ 2,00,000 - 3,00,000",1-2 years,3 days ago
Associate Graphic Designer,FlytBase Labs,Pune,"₹ 4,00,000 - 8,00,000",1-5 years,3 days ago
Admission Sales Manager,The BrowMasters,Mumbai,"₹ 4,80,000 - 8,00,000",1-5 years,"4 days ago


Be an early applicant"
Business Development Associate,AajNeeti,Noida,"₹ 3,00,000 - 4,50,000",0-1 years,4 days ago
Telecaller,Able Jobs,Bangalore,"₹ 3,00,000 - 4,00,000",0-5 years,"4 days ago


Be an early applicant"
Business Development Executive,SkilloVilla Technologies Private Limited,Bangalore,"₹ 4,50,000 - 9,00,000",0-3 years,1 day ago
Editorial Assitant,Peppermint Communications Private Limited,"Karjat, Thane, Ulhasnagar, Ambernath, Bhiwandi, Kalyan, Dombivli","₹ 2,50,000 - 4,00,000",0-3 years,"2 days ago


Be an early applicant"
Video Editor & Grpahic Designer,Nrich Learning,Chandigarh,"₹ 2,00,000 - 2,50,000",1-2 years,"2 days ago


Be an early applicant"
Business Development Associate (Pune),IB Cricket,Pune,"₹ 3,00,000 - 5,00,000",0-2 years,2 days ago
Digital Marketing Executive,Zedex Info Private Limited,Mumbai,"₹ 2,00,000",0 years,"3 days ago


Be an early applicant"
Graphics Designer,Salty,Delhi,"₹ 3,00,000 - 4,00,000",1-3 years,3 days ago
Sales Manager Or Sr. Sales Manager,Zigsaw Consultancy,Delhi,"₹ 5,00,000 - 12,00,000",2-5 years,3 days ago
Social Media Manager,Error Technologies,Hyderabad,"₹ 2,00,000 - 3,00,000",1-4 years,"3 days ago


Be an early applicant"
Management Trainee (Media Sales),Vritti Solution Limited,Delhi,"₹ 2,00,000 - 3,00,000",0-2 years,3 days ago
Business Development (Sales),Zigsaw Consultancy,Noida,"₹ 5,00,000 - 5,10,000",0-1 years,3 days ago
Education Counselor,OckyPocky,"Gurgaon, Delhi","₹ 3,00,000 - 3,50,000",0-2 years,3 days ago
Assistant Manager-Client Servicing,Zigsaw Consultancy,Delhi,"₹ 6,00,000 - 7,00,000",4-5 years,"4 days ago


Be an early applicant"
Concierge,Ukiyo Stays,Mumbai,"₹ 2,00,000 - 3,00,000",1-3 years,"4 days ago


Be an early applicant"
Customer Support Manager,Fusion Beauty,Delhi,"₹ 2,50,000 - 5,00,000",0-5 years,1 day ago
Customer Acquisition Executive,Guruji Astro,Jaipur,"₹ 2,00,000 - 2,40,000",0-1 years,"2 days ago


Be an early applicant"
Brand Solutions Associate,Confluencr,Bangalore,"₹ 3,00,000 - 6,00,000",0-2 years,2 days ago
Android App Developer,K4 Media & Technologies,Jaipur,"₹ 2,00,000 - 4,00,000",0-5 years,2 days ago
US Sales Process Executive,Gigde Global Solutions Private Limited,Noida,"₹ 2,00,000 - 2,64,000",0-1 years,3 days ago
Actor,Guruji Astro,Jaipur,"₹ 2,00,000 - 2,40,000",0-2 years,"4 days ago


Be an early applicant"
Social Media Manager,SQ Ventures,Chennai,"₹ 4,50,000 - 8,00,000",0-5 years,2 days ago
Operations Accountancy Associate,Lloyd Harrington Australia Proprietary Limited,Delhi,"₹ 2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Graphic Design (Final Year Student),Trivy Technologies Private Limited,Noida,"₹ 2,00,000 - 5,00,000",0-1 years,2 days ago
Accounts Executive,Disha Skill Training Services,Mumbai,"₹ 2,00,000",0-1 years,3 days ago
Draftsman Mechanical Engineer,SALUJA CAD CONSULTANCY,"Gurgaon, Delhi, Noida, Faridabad","₹ 2,00,000 - 3,00,000",0-1 years,3 days ago
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Mumbai,"₹ 2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Human Resources (HR) Manager,Arista Vault,Delhi,"₹ 3,00,000 - 5,00,000",1-3 years,2 days ago
Business Development Associate,Pregrad,Noida,"₹ 3,50,000 - 5,00,000",0 years,3 days ago
Business Development Head,The BrowMasters,Mumbai,"₹ 5,00,000 - 9,50,000",2-5 years,"3 days ago


Be an early applicant"
Telecaller,Buy Your Own Bungalow,Delhi,"₹ 2,00,000 - 2,40,000",0-1 years,3 days ago
Marketing & Sales Executive,Zigsaw Consultancy,Ludhiana,"₹ 5,00,000 - 5,10,000",1 year,"4 days ago


Be an early applicant"
Content Writer,Fusion Beauty,Delhi,"₹ 3,00,000 - 5,00,000",1-5 years,"2 days ago


Be an early applicant"
Junior Social Media Marketing Manager,Akrati Jewels Incorporation,Jaipur,"₹ 2,00,000 - 2,50,000",0-2 years,"2 days ago


Be an early applicant"
Face To Face Fundraiser,Direct Dialogue Initiatives India Private Limited,Chennai,"₹ 3,00,000 - 3,49,998",0-2 years,"3 days ago


Be an early applicant"
Business Development Associate,Able Jobs,Bangalore,"₹ 5,00,000 - 8,00,000",1-4 years,4 days ago
Video Editor,Salty,Delhi,"₹ 4,00,000 - 5,00,000",1-3 years,"3 days ago


Be an early applicant"
Holiday Advisor,Zigsaw Consultancy,Gurgaon,"₹ 5,00,000 - 7,00,000",1-5 years,4 days ago
Front Office Executive,DRA Realty Private Limited,Bangalore,"₹ 3,00,000 - 3,50,000",1-2 years,4 days ago
Creative Content Writer,Fusion Beauty,Delhi,"₹ 2,00,000 - 4,50,000",0-5 years,1 day ago
Associate Video Editor,Blue Rose Publishers,"Noida, Delhi","₹ 2,64,000 - 3,50,000",1-2 years,"2 days ago


Be an early applicant"
Business Development Associate,SQ Ventures,Chennai,"₹ 4,50,000 - 7,50,000",0-5 years,3 days ago
Face To Face Fundraiser,Direct Dialogue Initiatives India Private Limited,Bangalore,"₹ 3,00,000 - 3,50,000",0-3 years,"3 days ago


Be an early applicant"
Embedded Systems Specialist,9 Pointers Tech Private Limited,Jaipur,"₹ 2,10,000 - 5,10,000",0-3 years,3 days ago
Customer Support Executive,Able Jobs,Bangalore,"₹ 2,40,000 - 3,60,000",0-3 years,3 days ago
Business Development Executive,MyFitSoul Technologies Private Limited,Delhi,"₹ 2,00,000 - 3,00,000",0-5 years,4 days ago
Sales Executive,Jus Amazin Foods & Beverages Private Limited,Bangalore,"₹ 2,00,000 - 2,50,000",1-3 years,"5 days ago


Be an early applicant"
Merchandiser - Lingerie & Accessories,Peppermint Communications Private Limited,Bhiwandi,"₹ 2,00,000 - 3,00,000",0-3 years,"2 days ago


Be an early applicant"
Inside Sales Executive,Ukiyo Stays,Mumbai,"₹ 2,00,000 - 3,00,000",1-3 years,"2 days ago


Be an early applicant"
UI/UX Designer,QuadB Tech,Ludhiana,"₹ 2,00,000 - 3,00,000",0-1 years,2 days ago
Customer Success Associate,SkilloVilla Technologies Private Limited,Bangalore,"₹ 3,00,000 - 4,50,000",1-3 years,3 days ago
Content Strategist,SkilloVilla Technologies Private Limited,Bangalore,"₹ 5,00,000 - 5,50,000",1-4 years,1 day ago
Content Writer And Social Media Manager,PassionMojo Private Limited,Delhi,"₹ 2,00,000 - 2,50,000",0-1 years,"3 days ago


Be an early applicant"
Telecalling,Fusion Beauty,Delhi,"₹ 2,00,000 - 4,00,000",0-5 years,1 day ago
Human Resources (HR) Executive,Artium Academy,Mumbai,"₹ 2,00,000 - 3,50,000",1-2 years,"3 days ago


Be an early applicant"
Graphic Designer,Valkyre Clothing,Mumbai,"₹ 3,00,000 - 3,50,000",1-3 years,"2 days ago


Be an early applicant"
Performance Marketing Executive,Ayurveda House Private Limited,Delhi,"₹ 2,16,000 - 2,40,000",0-2 years,"3 days ago


Be an early applicant"
Channel Partner Onboarding Executive,Expertrons,Mumbai,"₹ 2,00,000 - 6,00,000",0-5 years,"1 day ago


Be an early applicant"
Financial Sales Executive,WeMakeScholars,"Karnataka, Jalandhar, Telangana, Kurnool, Secunderabad, Hyderabad, Visakhapatnam, Patna","₹ 3,00,000 - 3,70,000",0-1 years,3 days ago
Junior Executive And Senior Executive,IRA Consulting,Mumbai,"₹ 4,00,000 - 6,00,000",1-2 years,"3 days ago


Be an early applicant"
Manager Sales Support,Six Ladders,"Navi Mumbai, Mumbai","₹ 4,00,000 - 5,00,000",0-2 years,"4 days ago


Be an early applicant"
Human Resources (HR) Executive,Peppermint Communications Private Limited,"Ulhasnagar, Kalyan, Ambernath, Thane, Dombivli, Bhiwandi","₹ 2,00,000 - 3,00,000",0-3 years,2 days ago
Junior Financial Officer,WeMakeScholars,"Chandigarh, Ranchi, Visakhapatnam, Warangal, Secunderabad, Indore, Jamshedpur, Lucknow, Hyderabad, Varanasi, Jaipur, Begumpet","₹ 3,00,000 - 3,70,000",0-1 years,2 days ago
Digital Marketing Executive,Mobavenue Media Private Limited,Mumbai,"₹ 2,50,000 - 3,50,000",0-1 years,4 days ago
Associate - Operations (Accountancy),Lloyd Harrington Australia Proprietary Limited,Bangalore,"₹ 2,00,000 - 3,00,000",1-2 years,"2 days ago


Be an early applicant"
Executive Assistant,Kgraph AI Solutions Pvt Ltd,Bangalore,"₹ 2,00,000 - 6,00,000",0-5 years,3 days ago
Junior Operations Associate,Universal Adventures,Noida,"₹ 2,16,000 - 3,00,000",0-2 years,4 days ago
Operations Associate,Able Jobs,Bangalore,"₹ 3,00,000 - 4,00,000",0-3 years,4 days ago
Junior Search Engine Optimization (SEO) Associate,RankItRight Media,Bangalore,"₹ 2,50,000 - 3,00,000",0-3 years,4 days ago
Accountant,Good Homes Kitchenware LLP,Bangalore,"₹ 5,00,000 - 6,00,000",2 years,4 days ago
Senior Legal Researcher,DRA Realty Private Limited,Bangalore,"₹ 6,00,000 - 6,20,000",2-5 years,4 days ago
Search Engine Optimization (SEO) Executive,Fabulous Media Private Limited,Gurgaon,"₹ 2,00,000 - 3,00,000",1-2 years,"5 days ago


Be an early applicant"
Content Writer,Careers360,Hyderabad,"₹ 3,00,000 - 4,00,000",1-3 years,5 days ago
WordPress Developer,K4 Media & Technologies,Jaipur,"₹ 2,00,000 - 4,00,000",0-5 years,2 days ago
Business Development Manager,Good Homes Kitchenware LLP,Bangalore,"₹ 5,50,000 - 6,50,000",1 year,3 days ago
Financial Sales Officer,WeMakeScholars,"Vadodara, Noida, Varani, Surat, Visakhapatnam, Warangal, Secunderabad, Hyderabad, Durgapur, Ahmedabad, Delhi","₹ 3,00,000 - 3,70,000",0-1 years,4 days ago
Video Editor,WinnyTine Events,Mumbai,"₹ 2,00,000 - 3,00,000",1-2 years,"6 days ago


Be an early applicant"
Associate - Corporate Sales,SkilloVilla Technologies Private Limited,Bangalore,"₹ 3,00,000 - 5,00,000",0-2 years,5 days ago
Social Media Marketing Manager,Red Cube Digital Media Private Limited,Delhi,"₹ 5,00,000",2 years,5 days ago
Photographer,Analystt.ai,Mumbai,"₹ 2,40,000 - 4,00,000",0-5 years,"5 days ago


Be an early applicant"
Operation Executive,Upstep Academy,Mumbai,"₹ 2,00,000 - 3,00,000",0-1 years,6 days ago
Associate Recruiter,Jalan Technology Consulting,Jaipur,"₹ 2,40,000 - 3,00,000",1 year,6 days ago
Content Writer,Breakout,"Bangalore, Koramangala","₹ 2,40,000 - 3,00,000",1-3 years,"5 days ago


Be an early applicant"
Digital Marketing Executive,Comit Solution,Work from home,"₹ 2,00,000 - 3,00,000",1-2 years,Today
Associate PHP Developer,Zedex Info Private Limited,Mumbai,"₹ 2,00,000 - 2,50,000",1 year,"3 days ago


Be an early applicant"
Search Engine Optimization (SEO) Specialist,Ayurveda House Private Limited,Delhi,"₹ 2,40,000 - 3,60,000",0-2 years,5 days ago
Social Media Marketer,Ayurveda House Private Limited,Delhi,"₹ 2,16,000 - 2,40,000",0-2 years,5 days ago
Business Development Executive,Buy Your Own Bungalow,Delhi,"₹ 2,20,000 - 2,40,000",0-1 years,"5 days ago


Be an early applicant"
Soft Skills Trainer,Kapable.club,Delhi,"₹ 4,00,000 - 7,00,000",0-5 years,5 days ago
Instagram Content Mak,Analystt.ai,Mumbai,"₹ 2,50,000 - 5,00,000",0-4 years,5 days ago
Astra Wordpress  Developer And Designer,The BrowMasters,Mumbai,"₹ 2,00,000 - 3,00,000",1-3 years,4 days ago
Accountant,DRA Realty Private Limited,Bangalore,"₹ 5,00,000 - 6,00,000",3 years,5 days ago
Sales Manager,YourDOST Health Solutions,Bangalore,"₹ 3,00,000 - 6,00,000",1-3 years,"6 days ago


Be an early applicant"
Event Production Team Lead,Group Futurista,Work from home,"₹ 2,00,000 - 2,40,000",1-2 years,1 day ago
Business Development Executive,Tring,"Panvel, Mumbai, Navi Mumbai, Thane","₹ 2,00,000 - 3,00,000",0-2 years,"7 days ago


Be an early applicant"
Education Counselor,CATKing Educare,Mumbai,"₹ 3,60,000 - 6,40,000",0-2 years,6 days ago
Key Account Manager,CATKing Educare,Mumbai,"₹ 2,40,000 - 3,60,000",0-2 years,6 days ago
HR Recruiter (BPO),TheCoinRepublic,Indore,"₹ 2,00,000 - 2,40,000",1 year,"1 week ago


Be an early applicant"
Human Resources (HR) Executive,TheCoinRepublic,Indore,"₹ 2,00,000 - 2,80,000",1 year,1 week ago
Assistant To The Director - Facilitating Excellence,Webiniser LTD,Bangalore,"₹ 2,50,000 - 3,50,000",0-2 years,7 days ago
Embedded Test Engineer,IoTReady,Bangalore,"₹ 3,00,000 - 3,20,000",0-2 years,4 days ago
Junior Sales Officer,WeMakeScholars,"Gujartodi, Delhi, Chennai, Varanasi, Jaipur, Noida, Jamshedpur, Visakhapatnam, Secunderabad, Hyderabad, Indore","₹ 3,00,000 - 3,70,000",0-1 years,5 days ago
Influencer Marketing Executive,Ukiyo Stays,Mumbai,"₹ 2,00,000 - 3,00,000",1-3 years,"7 days ago


Be an early applicant"
Digital Marketing Specialist,Money Making Trading Courses,"Thane, Panvel, Navi Mumbai, Dombivli, Kalyan","₹ 5,00,000 - 6,00,000",2-5 years,"7 days ago


Be an early applicant"
Corporate Relationship Manager,Error Technologies,Hyderabad,"₹ 2,40,000 - 3,50,000",0-3 years,6 days ago
Full Stack Developer - MERN,BDNT Labs Private Limited,Hyderabad,"₹ 5,00,000",2-5 years,3 days ago
Maths Voiceover And Video Solutions Specialist (Female Only),InfyBytes AI Labs Private Limited,Work from home,"₹ 2,50,000 - 3,00,000",0-2 years,2 days ago
Sales And Marketing Trainee (MBA),Ecovista Industries Pvt Ltd,West Bengal,"₹ 5,00,000 - 6,00,000",1-4 years,"1 week ago


Be an early applicant"
Operations Manager,House Of Couton Private Limited,Nagpur,"₹ 2,00,000 - 2,40,000",1-2 years,1 week ago
Business Development Executive,Expertrons,Mumbai,"₹ 2,00,000 - 5,00,000",0-3 years,1 week ago
Corporate Sales Associate,Six Ladders,Mumbai,"₹ 3,60,000 - 4,20,000",0 years,1 week ago
Performance Marketing Executive,Ukiyo Stays,Mumbai,"₹ 2,00,000 - 3,00,000",1-3 years,"7 days ago


Be an early applicant"
Brand Communication Strategist,Ukiyo Stays,Mumbai,"₹ 2,40,000 - 3,00,000",1-3 years,"7 days ago


Be an early applicant"
Sales Executive,Money Making Trading Courses,"Kalyan, Dombivli, Mumbai, Navi Mumbai, Thane","₹ 2,00,000 - 2,20,000",0-5 years,"1 week ago


Be an early applicant"
Junior Graphic Designer & Editor,Ladder Media,Work from home,"₹ 2,00,000 - 3,00,000",1-5 years,2 days ago
Sales Executive - Enterprise SaaS,Zigsaw Consultancy,Gurgaon,"₹ 12,00,000 - 15,00,000",2-3 years,7 days ago
Technical Content Writer,Qriocity Ventures Private Limited,Chennai,"₹ 3,00,000 - 3,50,000",0-1 years,1 week ago
Customer Support Executive,Qriocity Ventures Private Limited,Chennai,"₹ 3,00,000 - 3,50,000",0-2 years,1 week ago
Sales Manager,SDSR Consultancy Services Private Limited,Kolkata,"₹ 3,00,000 - 4,50,000",0-5 years,1 week ago
Academic Content Writer,Qriocity Ventures Private Limited,Chennai,"₹ 3,00,000 - 3,50,000",0-1 years,1 week ago
Senior Telecaller,Qriocity Ventures Private Limited,Chennai,"₹ 4,00,000 - 6,00,000",0-2 years,1 week ago
Senior Content Writer,Zedex Info Private Limited,Mumbai,"₹ 3,00,000",1-3 years,"1 week ago


Be an early applicant"
Telecaller,Simplify Solutions,"Haryana, Uppal, Begumpet, Jharkhand, Chennai, Secunderabad, Bangalore, Hyderabad, Navi Mumbai, Mumbai, Uttarkashi","₹ 2,00,000 - 2,10,000",0-2 years,6 days ago
Video Editor,Hectec Solutions,Pune,"₹ 3,00,000 - 5,00,000",1 year,1 week ago
Business Development (Sales) Trainee,Simplify Solutions,"Secunderabad, Chennai, Delhi, Kolkata, Kurnool, Bangalore, Hyderabad, Vijayawada, Odisha, Keralapuram, Assam","₹ 2,00,000 - 3,00,000",0-2 years,6 days ago
B2B Growth Marketing Specialist,FlytBase Labs,Pune,"₹ 3,00,000 - 8,00,000",0-3 years,1 week ago
Real Estate Consultant,AajNeeti,Noida,"₹ 3,00,000 - 5,00,000",0-2 years,1 week ago
Equity & Derivatives Trading Executive,SDSR Consultancy Services Private Limited,Kolkata,"₹ 2,00,000 - 8,00,000",0-5 years,1 week ago
Manager - Marketing,NEXT IAS,Delhi,"₹ 7,20,000 - 9,60,000",4-5 years,1 week ago
Product Marketing Specialist,FlytBase Labs,Pune,"₹ 3,00,000 - 6,00,000",0-3 years,1 week ago
Server Administrator,Cygnus Information Solutions Private Limited,Mumbai,"₹ 5,00,000 - 6,00,000",2-4 years,1 week ago
Creative Designer,FlytBase Labs,Pune,"₹ 3,00,000 - 6,00,000",0-3 years,1 week ago
Human Resources (HR) Manager,Branch Karma,Mumbai,"₹ 5,00,000 - 8,00,000",4-5 years,1 week ago
Relationship Manger - Mutual Funds,Money Making Trading Courses,"Navi Mumbai, Dombivli, Kalyan, Panvel, Thane","₹ 2,00,000 - 3,00,000",0-5 years,1 week ago
